Latitude,Longitude,Country,Continent,Continent_Label
-29.91522429826329,-56.66136478307393,BRAZIL,SA,1
62.15404846095355,75.19270501062515,RUSSIA,EU,4
-28.24485951596693,148.7574898291053,AUSTRALIA,OC,3
-19.87077414590859,136.2875021380509,AUSTRALIA,OC,3
-20.8415216959816,-53.19772560948265,BRAZIL,SA,1
-12.49329645727032,-51.76957931353422,BRAZIL,SA,1
26.96578599342731,-106.6727785001483,MEXICO,NA,5
51.24246793293264,42.67285777263001,RUSSIA,EU,4
41.39422395509257,25.40197731341325,BULGARIA,EU,4
10.47338720178917,-74.75131869455724,COLOMBIA,SA,1
-54.33855232931013,-66.70946549712141,ARGENTINA,SA,1
-34.17740252442648,-66.96243538114197,ARGENTINA,SA,1
56.6940439811231,21.26261360723503,LATVIA,EU,4
43.31875720933713,143.3826911329188,JAPAN,AS,2
-31.44640996214943,-64.12760932807326,ARGENTINA,SA,1
21.04336298546657,-101.3427060439803,MEXICO,NA,5
-21.48183238115781,146.748874966657,AUSTRALIA,OC,3
-29.3206186116134,-63.81934913080526,ARGENTINA,SA,1
-7.563978178984799,-49.70098287485323,BRAZIL,SA,1
42.88260040289826,140.7783045971098,JAPAN,AS,2
-10.56618865905103,-63.62900751253668,BRAZIL,SA,1
7.379457028208887,7.622734386033033,NIGERIA,AF,0
37.79301954231578,14.29836987629693,ITALY,EU,4
-23.85353072930429,-63.28517101637625,ARGENTINA,SA,1
48.55965223643362,102.1184548351134,MONGOLIA,AS,2
-28.03707441089013,28.21447162782037,SOUTH AFRICA,AF,0
-3.1201026,-60.02657809999999,BRAZIL,SA,1
15.49457981653389,103.5717052347731,THAILAND,AS,2
45.80861041513248,11.67696438392015,ITALY,EU,4
42.91345211152024,132.807035842281,RUSSIA,EU,4
-5.318964202218578,-41.58097757472881,BRAZIL,SA,1
40.68550642051072,21.81782166685115,GREECE,EU,4
47.92644330272444,22.06537696894104,HUNGARY,EU,4
-17.225789141251,-62.55544152183968,BOLIVIA,SA,1
19.74466973783008,-89.1597303496563,MEXICO,NA,5
56.72669892840507,9.577344033394246,DENMARK,EU,4
-19.11565074655884,-47.69467850204402,BRAZIL,SA,1
67.00750782596467,56.92086728143749,RUSSIA,EU,4
-22.13746884561598,-56.64544974056092,BRAZIL,SA,1
-28.71205743398576,25.79856712426882,SOUTH AFRICA,AF,0
19.05084184422301,83.63782907010908,INDIA,AS,2
54.03679229552542,122.3477466030283,RUSSIA,EU,4
-27.0486255366375,-50.64093914226821,BRAZIL,SA,1
-31.228298712549,138.405098451809,AUSTRALIA,OC,3
-38.21955945835762,-64.0705296812621,ARGENTINA,SA,1
41.65990560535355,75.01379833125849,KYRGYZSTAN,AS,2
-35.16724995063994,-66.57061974339027,ARGENTINA,SA,1
49.77551293860181,17.18817128208723,CZECHIA,EU,4
57.3088386322924,-5.414668908451501,UNITED KINGDOM,EU,4
-19.85212581651279,142.8409260452324,AUSTRALIA,OC,3
-20.10737137068459,-53.81223518996436,BRAZIL,SA,1
-18.50365451685475,133.8747551314003,AUSTRALIA,OC,3
56.96388666719836,35.01654664998372,RUSSIA,EU,4
51.16969407079701,17.07387449443722,POLAND,EU,4
6.263413130173874,81.06950479568252,SRI LANKA,AS,2
-32.37850856229989,148.9661708440998,AUSTRALIA,OC,3
-30.9637447228887,19.37841715833332,SOUTH AFRICA,AF,0
-23.69941373860053,139.6418301871471,AUSTRALIA,OC,3
37.50918915557197,38.22114226107406,TURKEY,AS,2
-36.82531411062637,-60.36699088388172,ARGENTINA,SA,1
-5.906991769481379,-44.07113565466745,BRAZIL,SA,1
13.08066040871596,5.266562402657745,NIGERIA,AF,0
40.78426829402954,22.47121317367077,GREECE,EU,4
54.32064575418087,44.38127492198207,RUSSIA,EU,4
-7.000584028017917,112.128723687644,INDONESIA,AS,2
-15.91979708219554,-51.40767362501742,BRAZIL,SA,1
40.64434599232592,34.90338246179179,TURKEY,AS,2
-31.8545931808756,-56.50527293543892,URUGUAY,SA,1
50.776777245211,99.52815454458295,MONGOLIA,AS,2
-15.26601144477119,-40.59923739581037,BRAZIL,SA,1
43.36302882425709,132.2458525411251,RUSSIA,EU,4
-29.43033312836537,-56.68831675083486,BRAZIL,SA,1
-28.52178692035649,117.8058407867221,AUSTRALIA,OC,3
46.58814743979457,106.5450657272123,MONGOLIA,AS,2
-17.41773950912854,-47.2839155563833,BRAZIL,SA,1
-7.81199074922147,-63.18604324911906,BRAZIL,SA,1
48.24550799525337,17.92272062003336,SLOVAKIA,EU,4
-2.758481145095891,-43.32910970600941,BRAZIL,SA,1
62.47676786160204,149.7320447903963,RUSSIA,EU,4
-30.88056079659748,20.43974921627352,SOUTH AFRICA,AF,0
-4.172032370059556,-46.13264179577852,BRAZIL,SA,1
55.09909558103456,68.18815220282018,RUSSIA,EU,4
-30.4510825707538,145.3468592013437,AUSTRALIA,OC,3
-14.54216774282782,-56.23251664797655,BRAZIL,SA,1
23.32311412675032,77.26877586927235,INDIA,AS,2
-33.27518732801333,-64.84741086756644,ARGENTINA,SA,1
-12.81410423805815,-49.89632032816332,BRAZIL,SA,1
-23.61478293582148,147.619922048207,AUSTRALIA,OC,3
-30.92465724900702,-69.42423582861528,ARGENTINA,SA,1
-30.85345956008658,21.85213066106218,SOUTH AFRICA,AF,0
-23.70268780829409,-46.24043778663998,BRAZIL,SA,1
0.7811748551576267,36.01642378245298,KENYA,AF,0
20.93513979154361,-104.5718187913207,MEXICO,NA,5
-18.07682829851343,-51.03766712887149,BRAZIL,SA,1
20.17765378185963,-102.2439545810747,MEXICO,NA,5
24.68014885563726,-103.2541843914841,MEXICO,NA,5
-22.90912470198559,22.11392645866459,BOTSWANA,AF,0
38.44341279031713,27.31904002018341,TURKEY,AS,2
9.227082799349969,5.635448922876783,NIGERIA,AF,0
-2.113850988300076,37.32733291466573,KENYA,AF,0
-27.79883739158193,-50.86263301113096,BRAZIL,SA,1
-12.24833638768151,-56.41941138225062,BRAZIL,SA,1
16.49810203764745,-14.54946392868253,SENEGAL,AF,0
-8.142069812492027,-70.28875117835219,BRAZIL,SA,1
46.03472551695461,17.68366970911626,HUNGARY,EU,4
-30.31559911394525,135.2932344638838,AUSTRALIA,OC,3
28.39256783384609,-106.9916032816905,MEXICO,NA,5
-6.105986520534297,-41.78471038447161,BRAZIL,SA,1
-17.8110555,-63.1785372,BOLIVIA,SA,1
-5.300176121862322,-41.16164096707998,BRAZIL,SA,1
12.63335299754628,8.42431636807849,NIGERIA,AF,0
-22.09334503730032,133.4247502274964,AUSTRALIA,OC,3
62.39332598247851,30.74040346116324,FINLAND,EU,4
50.92458679080011,23.99697079720552,POLAND,EU,4
-31.90783691665882,-56.70952229155588,URUGUAY,SA,1
47.39232463389433,17.01878440099606,HUNGARY,EU,4
23.02779668513633,77.50686386388355,INDIA,AS,2
-15.62515157928788,-58.79423215116225,BRAZIL,SA,1
-21.98729063806076,142.6988011855933,AUSTRALIA,OC,3
18.51915517886779,98.77238509496145,THAILAND,AS,2
14.42955384847919,-3.324885622757511,MALI,AF,0
-26.46503194005966,119.3953350654108,AUSTRALIA,OC,3
-7.567148834447409,-72.99188004472393,BRAZIL,SA,1
-40.12884332721438,-66.02546208689044,ARGENTINA,SA,1
-17.74375048512851,123.5836311652668,AUSTRALIA,OC,3
-51.90749256691161,-71.40447059003968,ARGENTINA,SA,1
62.58983503169382,26.33311250534121,FINLAND,EU,4
-5.263186283633388,-36.66204745734321,BRAZIL,SA,1
18.03604965887544,-89.0676066454818,MEXICO,NA,5
-7.216017385394792,-39.1204454791207,BRAZIL,SA,1
-16.31195380319956,-46.51299497787008,BRAZIL,SA,1
-33.99864711612036,-60.21801208234227,ARGENTINA,SA,1
39.12547661427168,42.1876647416204,TURKEY,AS,2
46.85142858822476,112.3312244197522,MONGOLIA,AS,2
0.2778604042647957,34.69879359445161,KENYA,AF,0
-33.74259563942228,-54.85108639881856,URUGUAY,SA,1
59.66119590664446,18.34235109447208,SWEDEN,EU,4
-28.22750409205295,121.0851271743291,AUSTRALIA,OC,3
31.31574437088065,-108.7560051995879,MEXICO,NA,5
-15.99759325980563,142.4981176524239,AUSTRALIA,OC,3
27.81136921301619,-104.7948858488182,MEXICO,NA,5
-15.95085807994336,128.4208271076206,AUSTRALIA,OC,3
-18.88741976650989,-50.16093597474968,BRAZIL,SA,1
-41.71866501964351,-66.31220356567856,ARGENTINA,SA,1
49.45565326399132,99.98248294739355,MONGOLIA,AS,2
-7.686815156936513,-72.97707071103535,BRAZIL,SA,1
48.38266651102734,30.35424375356344,UKRAINE,EU,4
50.36664778304064,34.34844627499056,UKRAINE,EU,4
-31.86778376632235,-57.16849630015037,URUGUAY,SA,1
-41.87043996396183,-66.940892874915,ARGENTINA,SA,1
17.39979472896553,76.16341769180062,INDIA,AS,2
-39.97927863439311,-64.84160961806289,ARGENTINA,SA,1
14.69382841461144,-15.64987483090101,SENEGAL,AF,0
28.21711813799941,-104.5792526545368,MEXICO,NA,5
-40.13021013800848,-64.38444955681682,ARGENTINA,SA,1
10.3134576041689,10.55913801354306,NIGERIA,AF,0
-28.44528225436095,152.2339708365267,AUSTRALIA,OC,3
-36.09441483257592,142.8872767263408,AUSTRALIA,OC,3
-26.73123035957286,20.63285468600329,SOUTH AFRICA,AF,0
64.20621107912098,41.57611033834306,RUSSIA,EU,4
-13.55702552487204,-45.13166840928493,BRAZIL,SA,1
47.10350540310296,47.78643424017586,RUSSIA,EU,4
-21.8210469894419,28.82309995484256,BOTSWANA,AF,0
-22.25368811307228,-63.3667212871111,ARGENTINA,SA,1
-4.747364096457391,-49.06627237866962,BRAZIL,SA,1
6.927928268083541,-2.364829396738483,GHANA,AF,0
9.011308999511355,-2.47684418654188,GHANA,AF,0
16.83397249427945,-92.88093666844249,MEXICO,NA,5
44.84564321571052,23.80968939930927,ROMANIA,EU,4
-29.85862786346522,135.1230174588808,AUSTRALIA,OC,3
-10.8315598120118,-65.24296509439405,BRAZIL,SA,1
-54.85630099999999,-68.5848333,ARGENTINA,SA,1
41.08955894982694,14.38462064444907,ITALY,EU,4
45.36263863423216,16.43056325433494,CROATIA,EU,4
-5.567313022305775,-42.60278439709891,BRAZIL,SA,1
40.76997635752443,-2.99979439184615,SPAIN,EU,4
-36.93115,149.1325778,AUSTRALIA,OC,3
-31.68638791192263,-66.01649323197046,ARGENTINA,SA,1
10.70872028266302,-2.365003862698483,GHANA,AF,0
7.221820038266902,7.501016081815004,NIGERIA,AF,0
68.69299996637302,30.23367432477679,RUSSIA,EU,4
46.54827447784871,16.72463423429267,HUNGARY,EU,4
4.22864591560275,-60.99541068180609,BRAZIL,SA,1
42.03005361217247,25.52485818368277,BULGARIA,EU,4
0.8523709153496986,-59.61557811086885,BRAZIL,SA,1
-38.13541907380837,146.0526624523958,AUSTRALIA,OC,3
-12.73992361795046,131.4648820103088,AUSTRALIA,OC,3
-8.698628932785434,118.6469957431894,INDONESIA,AS,2
-30.67567500368772,-69.45364047768453,ARGENTINA,SA,1
-1.550734404516399,-45.05696828812919,BRAZIL,SA,1
0.8975779603970904,35.31461571412365,KENYA,AF,0
46.44836822175418,94.12885813714308,MONGOLIA,AS,2
6.938915682284986,100.6841952927609,THAILAND,AS,2
-28.10522701659564,-59.99881523821716,ARGENTINA,SA,1
51.52035946403856,15.50102296716431,POLAND,EU,4
-17.33262052986102,-62.89697956605625,BOLIVIA,SA,1
-12.56323094448748,-58.01686027263237,BRAZIL,SA,1
39.83981442781553,29.22194862276751,TURKEY,AS,2
30.305340167507,-110.6684396703273,MEXICO,NA,5
-19.68840360911449,-49.17636432279337,BRAZIL,SA,1
-21.1976773707302,24.79828689979809,BOTSWANA,AF,0
-29.50972607245744,-68.43345071236547,ARGENTINA,SA,1
63.59887463991791,146.4059083490509,RUSSIA,EU,4
56.6447135611823,10.06071668490403,DENMARK,EU,4
21.83581204730771,76.48355661691062,INDIA,AS,2
49.78740562959172,95.03399303427244,MONGOLIA,AS,2
-43.97802232309477,-70.37103065859904,ARGENTINA,SA,1
53.74138618030479,125.0966284257305,RUSSIA,EU,4
51.4424981834508,142.7480704940741,RUSSIA,EU,4
-40.57029022127107,-66.48066397849928,ARGENTINA,SA,1
-37.74099473489962,141.3173159391803,AUSTRALIA,OC,3
-27.31828471093802,133.6246173327247,AUSTRALIA,OC,3
66.57539639905356,-53.49867351890212,GREENLAND,NA,5
49.11630970529945,14.6230001735116,CZECHIA,EU,4
-22.59420622839652,136.7290255606585,AUSTRALIA,OC,3
-37.56951435595654,-69.07283439027408,ARGENTINA,SA,1
18.25830096187886,80.2951077090849,INDIA,AS,2
-33.52487704827671,141.7171153507559,AUSTRALIA,OC,3
43.71820518244439,23.94570540541086,BULGARIA,EU,4
12.5834902793756,8.471082937548598,NIGERIA,AF,0
-49.73586417690668,-72.33805737308533,ARGENTINA,SA,1
-23.85409194769136,21.1295788967311,BOTSWANA,AF,0
-23.27141687237407,-55.1807689364886,BRAZIL,SA,1
54.07175035732284,22.48464602660429,POLAND,EU,4
36.90960628075879,34.8873171950585,TURKEY,AS,2
9.121942671497111,-1.274665730466473,GHANA,AF,0
15.973711293126,75.70414678259769,INDIA,AS,2
-32.34896678291436,124.8461114015323,AUSTRALIA,OC,3
6.884114537659899,3.10474448109003,NIGERIA,AF,0
-33.29798404342646,-57.20854280092121,URUGUAY,SA,1
51.16585836024929,58.62662118761825,RUSSIA,EU,4
-15.13980066233091,-53.5303495385185,BRAZIL,SA,1
50.044152948721,29.87092205349703,UKRAINE,EU,4
42.97877245968884,26.86698145826263,BULGARIA,EU,4
2.287984750377961,-59.83827863823776,BRAZIL,SA,1
46.04941681349366,20.10731274631372,SERBIA,EU,4
60.80665559863996,64.81210738126975,RUSSIA,EU,4
1.410316962382566,-78.58416978228537,COLOMBIA,SA,1
-29.24748952240222,-65.42269467860739,ARGENTINA,SA,1
-25.61625063477461,150.2299670926141,AUSTRALIA,OC,3
-21.02226273398429,116.3168846897502,AUSTRALIA,OC,3
-21.81497815961312,43.29511833717436,MADAGASCAR,AF,0
-26.83037651781137,118.3702348180005,AUSTRALIA,OC,3
-27.24865397142063,-52.59568653994202,BRAZIL,SA,1
-21.71159393828204,-44.45073482066132,BRAZIL,SA,1
-26.46910172025285,119.4528182629341,AUSTRALIA,OC,3
-33.26729093640415,-54.42964782616782,URUGUAY,SA,1
-37.121889782374,-62.05322771025769,ARGENTINA,SA,1
53.42439698227771,20.33490036890464,POLAND,EU,4
-33.07823914079257,-69.2761186771508,ARGENTINA,SA,1
63.99712282315271,145.4021257033652,RUSSIA,EU,4
-33.06953247449253,-57.23935961125644,URUGUAY,SA,1
8.253359725923417,80.64190574445861,SRI LANKA,AS,2
54.90389662885917,24.39116713686926,LITHUANIA,EU,4
-5.022601495615132,-44.99326397811004,BRAZIL,SA,1
-20.63393526815018,22.32271408352579,BOTSWANA,AF,0
22.59263162126487,120.6800670983304,TAIWAN,AS,2
61.65067319965245,74.36773634104804,RUSSIA,EU,4
-34.5190866,142.8731176,AUSTRALIA,OC,3
67.48385985865325,27.89402310852904,FINLAND,EU,4
51.53833404917433,18.9136232486661,POLAND,EU,4
45.06734865063362,9.777658923443203,ITALY,EU,4
12.24852447739835,79.2115344078785,INDIA,AS,2
-13.78365687415998,-57.03629325154627,BRAZIL,SA,1
-30.42561809742963,29.14123614133782,SOUTH AFRICA,AF,0
-3.176713909032646,39.68468182193673,KENYA,AF,0
-17.35180435642752,-54.75811228724905,BRAZIL,SA,1
46.84516053193018,112.3751810670319,MONGOLIA,AS,2
-1.664978095676635,114.5994169322316,INDONESIA,AS,2
38.85389539547,39.82278799548786,TURKEY,AS,2
48.7056155656928,15.60456374022398,AUSTRIA,EU,4
-10.60618507849153,-58.5999784168007,BRAZIL,SA,1
26.87952241399809,-99.83044900925502,MEXICO,NA,5
39.85857830801852,22.17367491724249,GREECE,EU,4
12.68546850076655,121.3416512185709,PHILIPPINES,AS,2
10.19136931211862,11.11465199882359,NIGERIA,AF,0
66.55117974643726,26.17731873684696,FINLAND,EU,4
10.02056112515272,8.936191319094583,NIGERIA,AF,0
-34.91862974221304,148.161711580262,AUSTRALIA,OC,3
22.79261057441067,74.47363237097692,INDIA,AS,2
-16.38462928291286,143.0734589909687,AUSTRALIA,OC,3
-15.08976796056123,-47.31410122017944,BRAZIL,SA,1
61.74902838513314,54.91590959302474,RUSSIA,EU,4
43.6413678457371,43.84933169081212,RUSSIA,EU,4
2.285476804982267,-59.83912107939857,BRAZIL,SA,1
-12.73992361795046,131.4648820103088,AUSTRALIA,OC,3
-28.03716186408807,31.58033399203917,SOUTH AFRICA,AF,0
-28.28720828780681,-62.08281920275213,ARGENTINA,SA,1
-16.61371041668346,135.8676385724724,AUSTRALIA,OC,3
19.67843079893493,-87.86768395523033,MEXICO,NA,5
15.54586064565384,77.52755036350679,INDIA,AS,2
-8.807377355856088,-49.68672081913808,BRAZIL,SA,1
61.81284799167521,129.84723860025,RUSSIA,EU,4
-22.09973033988187,-53.48702637113317,BRAZIL,SA,1
12.68635545759117,-14.93854548244615,GUINEA-BISSAU,AF,0
22.89140165237137,92.05834448178565,BANGLADESH,AS,2
47.94294611596704,37.55742188673668,UKRAINE,EU,4
-17.42378594691036,-69.52602768901161,PERU,SA,1
-12.70250884102473,142.3658724607366,AUSTRALIA,OC,3
-23.13325899907912,119.2472208175539,AUSTRALIA,OC,3
-26.5906833,120.2260383,AUSTRALIA,OC,3
-31.02301483746197,-67.29615897109497,ARGENTINA,SA,1
68.14580066690372,25.71141716778799,FINLAND,EU,4
38.28663997874651,41.98939495541429,TURKEY,AS,2
47.89546347168235,18.32008729225382,SLOVAKIA,EU,4
9.337165632111612,5.225381681169488,NIGERIA,AF,0
45.94698923193673,115.7321577933385,MONGOLIA,AS,2
45.51961206155957,18.24522348641842,CROATIA,EU,4
69.09894915421755,27.64156534872263,FINLAND,EU,4
-44.55228464713169,-67.43775672040263,ARGENTINA,SA,1
10.64508963202396,4.895889284141339,NIGERIA,AF,0
8.837486673797551,7.979396761956844,NIGERIA,AF,0
24.90011368817929,-103.2140033495107,MEXICO,NA,5
-4.610794243466134,-56.32906964762974,BRAZIL,SA,1
-9.859589568501596,-40.084543182785,BRAZIL,SA,1
-41.64173190868217,-68.26687531553884,ARGENTINA,SA,1
14.83858861229626,104.8139415807734,THAILAND,AS,2
-33.63921727518493,115.4505224588484,AUSTRALIA,OC,3
14.10008364020335,106.3389358600995,CAMBODIA,AS,2
38.28474038305091,33.7325016193851,TURKEY,AS,2
66.58455501919451,25.61667540606156,FINLAND,EU,4
4.416246258313794,-76.05933057267447,COLOMBIA,SA,1
-0.5710569657446034,-80.17708408978666,ECUADOR,SA,1
-26.53480017914853,150.640189275821,AUSTRALIA,OC,3
-31.8131863520554,128.3445708006601,AUSTRALIA,OC,3
58.29687612706198,16.49495731880065,SWEDEN,EU,4
26.5780825532936,-102.4241992973051,MEXICO,NA,5
-4.358799924476448,-46.24598293309134,BRAZIL,SA,1
-0.3384711605717095,117.3222984338287,INDONESIA,AS,2
-4.881515654616351,-43.1966974964767,BRAZIL,SA,1
26.53270419651502,-99.9980468260027,MEXICO,NA,5
